Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,57.00,161,9177.00,4589.00,50%,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Street Footwear,54.00,113,6102.00,2990.00,49%,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,52.00,112,5824.00,2854.00,49%,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Apparel,59.00,116,6844.00,2806.00,41%,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Apparel,65.00,94,6110.00,2444.00,40%,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Street Footwear,41.00,167,6847.00,3355.00,49%,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Athletic Footwear,45.00,161,7245.00,3840.00,53%,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Street Footwear,43.00,128,5504.00,2477.00,45%,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Athletic Footwear,41.00,113,4633.00,2178.00,47%,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Apparel,54.00,105,5670.00,2495.00,44%,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Apparel,56.00,119,6664.00,2466.00,37%,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Street Footwear,41.00,135,5535.00,2657.00,48%,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,47.00,145,6815.00,3612.00,53%,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Street Footwear,44.00,91,4004.00,1922.00,48%,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,43.00,90,3870.00,1896.00,49%,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Apparel,53.00,69,3657.00,1463.00,40%,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Apparel,56.00,85,4760.00,1809.00,38%,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Street Footwear,42.00,135,5670.00,2665.00,47%,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,46.00,147,6762.00,3516.00,52%,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Street Footwear,44.00,105,4620.00,2125.00,46%,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,42.00,98,4116.00,1935.00,47%,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Apparel,53.00,87,4611.00,1891.00,41%,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Apparel,55.00,111,6105.00,2259.00,37%,Online
Foot Locker,1128299,12/22/2021,West,Arizona,Phoenix,Men's Street Footwear,44.00,181,7964.00,3663.00,46%,Online
Foot Locker,1128299,12/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,49.00,175,8575.00,4631.00,54%,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Street Footwear,43.00,123,5289.00,2539.00,48%,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Athletic Footwear,44.00,115,5060.00,2277.00,45%,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Men's Apparel,52.00,88,4576.00,1968.00,43%,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Apparel,58.00,135,7830.00,2897.00,37%,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Street Footwear,33.00,133,4389.00,2151.00,49%,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Athletic Footwear,42.00,138,5796.00,3072.00,53%,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Street Footwear,42.00,138,5796.00,2666.00,46%,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Athletic Footwear,43.00,85,3655.00,1791.00,49%,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Apparel,45.00,80,3600.00,1476.00,41%,Online
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Apparel,42.00,128,5376.00,1935.00,36%,Online
Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Men's Street Footwear,33.00,147,4851.00,2377.00,49%,Online
Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Men's Athletic Footwear,44.00,106,4664.00,2565.00,55%,Online
Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Women's Street Footwear,41.00,111,4551.00,2093.00,46%,Online
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,43.00,74,3182.00,1559.00,49%,Online
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Men's Apparel,45.00,54,2430.00,1069.00,44%,Online
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Women's Apparel,41.00,104,4264.00,1620.00,38%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,44.00,165,7260.00,3630.00,50%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,51.00,112,5712.00,3027.00,53%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,52.00,112,5824.00,2854.00,49%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,50.00,83,4150.00,1909.00,46%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Apparel,55.00,53,2915.00,1253.00,43%,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Apparel,50.00,98,4900.00,1862.00,38%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,51.00,154,7854.00,3534.00,45%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,59.00,98,5782.00,2891.00,50%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,55.00,116,6380.00,3190.00,50%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,54.00,87,4698.00,2161.00,46%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Apparel,56.00,58,3248.00,1332.00,41%,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Apparel,69.00,101,6969.00,2648.00,38%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Street Footwear,51.00,150,7650.00,3443.00,45%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,58.00,111,6438.00,3283.00,51%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Street Footwear,56.00,126,7056.00,3316.00,47%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,51.00,91,4641.00,2135.00,46%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Apparel,56.00,65,3640.00,1529.00,42%,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Apparel,69.00,115,7935.00,3095.00,39%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,52.00,203,10556.00,5067.00,48%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,54.00,154,8316.00,4324.00,52%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,54.00,149,8046.00,4023.00,50%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,54.00,106,5724.00,2576.00,45%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Apparel,56.00,87,4872.00,2095.00,43%,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Apparel,74.00,162,11988.00,4316.00,36%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,54.00,203,10962.00,5152.00,47%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,56.00,180,10080.00,5443.00,54%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,58.00,160,9280.00,4454.00,48%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,54.00,135,7290.00,3281.00,45%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Apparel,57.00,145,8265.00,3554.00,43%,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Apparel,69.00,140,9660.00,3671.00,38%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,56.00,175,9800.00,4900.00,50%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.00,176,10560.00,5491.00,52%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,58.00,142,8236.00,3789.00,46%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,143,7865.00,3697.00,47%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Apparel,67.00,124,8308.00,3323.00,40%,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Apparel,70.00,126,8820.00,3352.00,38%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Street Footwear,49.00,163,7987.00,3594.00,45%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,51.00,156,7956.00,4058.00,51%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Street Footwear,46.00,143,6578.00,3092.00,47%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,49.00,123,6027.00,2833.00,47%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Apparel,54.00,111,5994.00,2398.00,40%,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Apparel,59.00,133,7847.00,2825.00,36%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,48.00,165,7920.00,3960.00,50%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,50.00,149,7450.00,3949.00,53%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,48.00,105,5040.00,2369.00,47%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,46.00,95,4370.00,2141.00,49%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Apparel,56.00,91,5096.00,2242.00,44%,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Women's Apparel,68.00,105,7140.00,2642.00,37%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,58.00,160,9280.00,4547.00,49%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,59.00,150,8850.00,4779.00,54%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,54.00,117,6318.00,3033.00,48%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,115,6325.00,2973.00,47%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Apparel,65.00,113,7345.00,3232.00,44%,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Women's Apparel,72.00,140,10080.00,3931.00,39%,Online
Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,55.00,210,11550.00,5313.00,46%,Online
Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,61.00,182,11102.00,5551.00,50%,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,59.00,130,7670.00,3758.00,49%,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,145,7975.00,3669.00,46%,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Apparel,64.00,119,7616.00,3427.00,45%,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Apparel,72.00,131,9432.00,3301.00,35%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Street Footwear,29.00,131,3799.00,1937.00,51%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,39.00,135,5265.00,2685.00,51%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Street Footwear,38.00,126,4788.00,2155.00,45%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,39.00,75,2925.00,1463.00,50%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Apparel,41.00,63,2583.00,1162.00,45%,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Apparel,36.00,117,4212.00,1643.00,39%,Online
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Men's Street Footwear,29.00,145,4205.00,2229.00,53%,Online
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,37.00,112,4144.00,2279.00,55%,Online
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Women's Street Footwear,37.00,104,3848.00,1924.00,50%,Online
Sports Direct,1128299,2/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,36.00,63,2268.00,1179.00,52%,Online
Sports Direct,1128299,2/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,41.00,51,2091.00,1004.00,48%,Online
Sports Direct,1128299,2/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,37.00,98,3626.00,1305.00,36%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,37.00,137,5069.00,2535.00,50%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,46.00,101,4646.00,2462.00,53%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,49.00,113,5537.00,2713.00,49%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47.00,73,3431.00,1784.00,52%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,51.00,39,1989.00,935.00,47%,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,48.00,95,4560.00,1642.00,36%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,45.00,142,6390.00,3259.00,51%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,51.00,88,4488.00,2244.00,50%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,50.00,94,4700.00,2350.00,50%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,48.00,69,3312.00,1822.00,55%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,52.00,53,2756.00,1323.00,48%,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,63.00,105,6615.00,2646.00,40%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,47.00,160,7520.00,4061.00,54%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,52.00,108,5616.00,2920.00,52%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,52.00,123,6396.00,3198.00,50%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47.00,91,4277.00,2310.00,54%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Apparel,50.00,56,2800.00,1344.00,48%,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Apparel,64.00,120,7680.00,3072.00,40%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,46.00,176,8096.00,4291.00,53%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,54.00,147,7938.00,4048.00,51%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,52.00,142,7384.00,3544.00,48%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,49.00,120,5880.00,2999.00,51%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,51.00,72,3672.00,1763.00,48%,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,67.00,150,10050.00,3518.00,35%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,47.00,196,9212.00,4606.00,50%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,51.00,173,8823.00,4500.00,51%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,50.00,137,6850.00,3425.00,50%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,46.00,128,5888.00,3003.00,51%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,54.00,138,7452.00,3577.00,48%,Online
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,67.00,143,9581.00,3641.00,38%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,53.00,182,9646.00,4919.00,51%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58.00,175,10150.00,5278.00,52%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,54.00,150,8100.00,3726.00,46%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,53.00,113,5989.00,3114.00,52%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,60.00,126,7560.00,3629.00,48%,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,68.00,119,8092.00,2832.00,35%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,43.00,180,7740.00,4180.00,54%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,47.00,156,7332.00,4033.00,55%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,42.00,135,5670.00,2665.00,47%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,43.00,120,5160.00,2786.00,54%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Men's Apparel,54.00,100,5400.00,2592.00,48%,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Women's Apparel,59.00,131,7729.00,3092.00,40%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,42.00,131,5502.00,2806.00,51%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,47.00,142,6674.00,3470.00,52%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,42.00,105,4410.00,2073.00,47%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,44.00,88,3872.00,1936.00,50%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,50.00,90,4500.00,2070.00,46%,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,64.00,102,6528.00,2546.00,39%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,51.00,137,6987.00,3563.00,51%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58.00,173,10034.00,5418.00,54%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,54.00,115,6210.00,2919.00,47%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,51.00,116,5916.00,3076.00,52%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,60.00,102,6120.00,2876.00,47%,Online
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,65.00,124,8060.00,2821.00,35%,Online
Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50.00,203,10150.00,5583.00,55%,Online
Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58.00,189,10962.00,5810.00,53%,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,53.00,138,7314.00,3657.00,50%,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,51.00,128,6528.00,3264.00,50%,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,64.00,116,7424.00,3712.00,50%,Online
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,64.00,135,8640.00,3024.00,35%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,39.00,256,9984.00,5791.00,58%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,37.00,206,7622.00,3430.00,45%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,29.00,248,7192.00,2805.00,39%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,34.00,203,6902.00,3037.00,44%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Apparel,47.00,189,8883.00,4175.00,47%,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Apparel,37.00,239,8843.00,5306.00,60%,Online
Foot Locker,1185732,2/7/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,38.00,312,11856.00,6995.00,59%,Online
Foot Locker,1185732,2/7/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,39.00,218,8502.00,3911.00,46%,Online
Foot Locker,1185732,2/7/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,29.00,217,6293.00,2328.00,37%,Online
Foot Locker,1185732,2/7/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,33.00,169,5577.00,2510.00,45%,Online
Foot Locker,1185732,2/7/2021,Southeast,South Carolina,Charleston,Men's Apparel,49.00,189,9261.00,4353.00,47%,Online
Foot Locker,1185732,2/7/2021,Southeast,South Carolina,Charleston,Women's Apparel,34.00,216,7344.00,4774.00,65%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,33.00,265,8745.00,5072.00,58%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,32.00,210,6720.00,3293.00,49%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,24.00,181,4344.00,1651.00,38%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27.00,144,3888.00,1633.00,42%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,41.00,181,7421.00,3562.00,48%,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,32.00,189,6048.00,3810.00,63%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,33.00,283,9339.00,5323.00,57%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34.00,182,6188.00,2846.00,46%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,24.00,182,4368.00,1660.00,38%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27.00,180,4860.00,2090.00,43%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Apparel,47.00,188,8836.00,4418.00,50%,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Apparel,39.00,209,8151.00,5135.00,63%,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,48.00,282,13536.00,7445.00,55%,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45.00,188,8460.00,3807.00,45%,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,41.00,210,8610.00,3186.00,37%,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,43.00,182,7826.00,3287.00,42%,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,53.00,196,10388.00,5194.00,50%,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,59.00,200,11800.00,7080.00,60%,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,51.00,273,13923.00,7797.00,56%,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,49.00,200,9800.00,4410.00,45%,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,47.00,209,9823.00,3536.00,36%,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,47.00,218,10246.00,4611.00,45%,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Apparel,62.00,195,12090.00,5441.00,45%,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Women's Apparel,65.00,250,16250.00,10400.00,64%,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,63.00,311,19593.00,11560.00,59%,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58.00,270,15660.00,7673.00,49%,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,51.00,248,12648.00,4553.00,36%,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,52.00,202,10504.00,4412.00,42%,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,64.00,240,15360.00,6912.00,45%,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,66.00,244,16104.00,10468.00,65%,Online
